32753.00, 80, 122
32753.20, 80, 125
32753.40, 132, 129
32753.60, 176, 129
32753.80, 210, 120
32754.00, 258, 161
32754.20, 228, 165
32754.40, 187, 164
32754.60, 141, 161
32754.80, 115, 161
32755.00, 224, 285
32755.20, 277, 272
32755.40, 314, 274
32755.60, 342, 270
32755.80, 330, 269
32756.00, 411, 438
32756.20, 382, 429
32756.40, 355, 429
32756.60, 341, 426
32756.80, 381, 439
32757.00, 418, 442
32757.20, 465, 442
32757.40, 482, 442
32757.60, 483, 442
32757.80, 475, 442
32758.00, 401, 442
32758.20, 334, 442
32758.40, 315, 442
32758.60, 371, 443
32758.80, 430, 443
32759.00, 452, 442
32759.20, 496, 442
32759.40, 504, 442
32759.60, 465, 442
32759.80, 415, 442
32760.00, 370, 441
32760.20, 355, 441
32760.40, 366, 440
32760.60, 419, 440
32760.80, 457, 441
32761.00, 360, 250
32761.20, 317, 228
32761.40, 280, 232
32761.60, 221, 227
32761.80, 175, 227
32762.00, 82, 127
32762.20, 99, 124
32762.40, 153, 122
32762.60, 202, 116
32762.80, 239, 114
32763.00, 208, 80
32763.20, 162, 78
32763.40, 107, 78
32763.60, 55, 79
32763.80, 37, 76
32764.00, 57, 50
32764.20, 111, 44
32764.40, 163, 48
32764.60, 198, 49
32764.80, 175, 49
32765.00, 113, 31
32765.20, 62, 33
32765.40, 18, 31
32765.60, 15, 32
32765.80, 61, 31
32766.00, 105, 21
32766.20, 153, 21
32766.40, 173, 20
32766.60, 146, 22
32766.80, 89, 20
32767.00, 32, 15
32767.20, 0, 14
32767.40, 15, 16
32767.60, 81, 14
32767.80, 132, 14
32768.00, 165, 10
32768.20, 161, 10
32768.40, 123, 33
32768.60, 52, 12
32768.80, 12, 10
32769.00, 0, 8
32769.20, 29, 6
32769.40, 86, 7
32769.60, 138, 7
32769.80, 173, 7
32770.00, 152, 5
32770.20, 100, 5
32770.40, 42, 5
32770.60, 0, 5
32770.80, 0, 4
32771.00, 37, 4
32771.20, 92, 4
32771.40, 140, 3
32771.60, 164, 3
32771.80, 144, 3
32772.00, 92, 2
32772.20, 37, 2
32772.40, 0, 2
32772.60, 0, 2
32772.80, 45, 2
32773.00, 101, 1
32773.20, 152, 1
32773.40, 173, 1
32773.60, 146, 1
32773.80, 92, 1
32774.00, 38, 0
32774.20, 0, 0
32774.40, 0, 0
32774.60, 38, 0
32774.80, 94, 0
32775.00, 140, 0
32775.20, 170, 0
32775.40, 147, 0
32775.60, 113, 0
32775.80, 67, 0
32776.00, 34, 0
32776.20, 31, 0
32776.40, 34, 0
32776.60, 42, 0
32776.80, 52, 0
32777.00, 63, 0
32777.20, 65, 0
32777.40, 59, 0
32777.60, 49, 0
32777.80, 38, 0
32778.00, 28, 0
32778.20, 25, 0
32778.40, 31, 0
32778.60, 42, 0
32778.80, 53, 0
32779.00, 64, 0
32779.20, 72, 0
32779.40, 64, 0
32779.60, 52, 0
32779.80, 40, 0
32780.00, 28, 0
32780.20, 27, 0
32780.40, 34, 0
32780.60, 46, 0
32780.80, 59, 0
32781.00, 70, 0
32781.20, 70, 0
32781.40, 63, 0
32781.60, 52, 0
32781.80, 35, 0
32782.00, 11, 0
32782.20, 10, 0
32782.40, 27, 0
32782.60, 49, 0
32782.80, 73, 0
32783.00, 98, 0
32783.20, 103, 0
32783.40, 82, 0
32783.60, 62, 0
32783.80, 45, 0
32784.00, 19, 0
32784.20, 14, 0
32784.40, 29, 0
32784.60, 43, 0
32784.80, 60, 0
32785.00, 77, 0
32785.20, 85, 0
32785.40, 86, 0
32785.60, 74, 0
32785.80, 53, 0
32786.00, 37, 0
32786.20, 17, 0
32786.40, 15, 0
32786.60, 26, 0
32786.80, 42, 0
32787.00, 59, 0
32787.20, 79, 0
32787.40, 90, 0
32787.60, 85, 0
32787.80, 72, 0
32788.00, 57, 0
32788.20, 41, 0
32788.40, 20, 0
32788.60, 16, 0
32788.80, 23, 0
32789.00, 38, 0
32789.20, 53, 0
32789.40, 71, 0
32789.60, 89, 0
32789.80, 87, 0
32790.00, 79, 0
32790.20, 65, 0
32790.40, 49, 0
32790.60, 30, 0
32790.80, 16, 0
32791.00, 18, 0
32791.20, 31, 0
32791.40, 46, 0
32791.60, 63, 0
32791.80, 80, 0
32792.00, 88, 0
32792.20, 82, 0
32792.40, 69, 0
32792.60, 52, 0
32792.80, 35, 0
32793.00, 17, 0
32793.20, 29, 0
32793.40, 38, 0
32793.60, 45, 0
32793.80, 55, 0
32794.00, 64, 0
32794.20, 71, 0
32794.40, 70, 0
32794.60, 63, 0
32794.80, 54, 0
32795.00, 45, 0
32795.20, 34, 0
32795.40, 0, 0
32795.60, 25, 0
32795.80, 27, 0
32796.00, 38, 0
32796.20, 50, 0
32796.40, 64, 0
32796.60, 79, 0
32796.80, 85, 0
32797.00, 80, 0
32797.20, 70, 0
32797.40, 58, 0
32797.60, 44, 0
32797.80, 29, 0
32798.00, 18, 0
32798.20, 22, 0
32798.40, 29, 0
32798.60, 44, 0
32798.80, 57, 0
32799.00, 70, 0
32799.20, 85, 0
32799.40, 83, 0
32799.60, 77, 0
32799.80, 66, 0
